Транзакция	Продукт
178904	Лекало
178928	Шампунь
179054	Журнал
179054	Набор ручек
179114	Зубная щетка
179114	Парфюм
179240	Набор ручек
179402	Карандаши
179402	Конфеты
179420	Парфюм
179549	Журнал
179549	Карандаши
179549	Поздравительная открытка
179585	Набор ручек
179630	Зубная паста
179684	Оберточная бумага
179684	Парфюм
179690	Журнал
179690	Поздравительная открытка
179726	Журнал
179726	Набор ручек
179756	Мыло
179759	Мыло
179807	Конфеты
179822	Мыло
179882	Конфеты
179906	Мыло
179963	Поздравительная открытка
179975	Карандаши
179984	Поздравительная открытка
179987	Поздравительная открытка
180053	Парфюм
180161	Набор ручек
180209	Дезодорант
180239	Журнал
180239	Парфюм
180317	Зубная паста
180317	Конфеты
180317	Лекало
180317	Парфюм
180317	Поздравительная открытка
180434	Оберточная бумага
180434	Поздравительная открытка
180467	Зубная паста
180497	Поздравительная открытка
180554	Конфеты
180677	Журнал
180689	Набор ручек
180881	Конфеты
180884	Карандаши
180884	Конфеты
181193	Журнал
181610	Журнал
181640	Зубная паста
181640	Карандаши
181655	Журнал
181658	Журнал
181661	Конфеты
181664	Зубная щетка
181685	Парфюм
181688	Журнал
181694	Зубная паста
181934	Набор ручек
182057	Набор ручек
182069	Набор ручек
182174	Журнал
182246	Конфеты
182246	Набор ручек
182321	Оберточная бумага
182336	Набор ручек
182354	Зубная паста
182354	Конфеты
182354	Поздравительная открытка
182378	Журнал
182429	Карандаши
182462	Набор ручек
182606	Журнал
182606	Зубная щетка
182606	Парфюм
182639	Набор ручек
182798	Журнал
182798	Оберточная бумага
182798	Парфюм
182855	Парфюм
182885	Журнал
182894	Зубная паста
183026	Конфеты
183224	Оберточная бумага
183317	Зубная щетка
183341	Мыло
183353	Зубная щетка
183356	Карандаши
183392	Поздравительная открытка
183500	Журнал
183623	Конфеты
183659	Набор ручек
183659	Парфюм
183662	Аналгетик
183683	Поздравительная открытка
183725	Журнал
183725	Зубная паста
183725	Карандаши
183761	Журнал
183761	Карандаши
183761	Конфеты
183761	Набор ручек
183794	Зубная щетка
183794	Парфюм
183872	Зубная паста
183878	Мыло
183914	Журнал
183914	Конфеты
183914	Поздравительная открытка
183923	Журнал
183923	Карандаши
183923	Поздравительная открытка
183995	Карандаши
184142	Парфюм
184166	Конфеты
184217	Карандаши
184244	Карандаши
184250	Аналгетик
184280	Шампунь
184307	Парфюм
184382	Поздравительная открытка
184457	Набор ручек
184481	Журнал
184481	Зубная паста
184481	Конфеты
184505	Набор ручек
184694	Карандаши
184694	Конфеты
184694	Набор ручек
184727	Аналгетик
184739	Журнал
184778	Зубная паста
184778	Карандаши
184778	Поздравительная открытка
184784	Набор ручек
184811	Фломастеры
184889	Зубная паста
184889	Поздравительная открытка
184898	Набор ручек
184910	Журнал
184934	Набор ручек
